SampleIndex,EMA_Short,EMA_Long,RSI_Period,RSI_lower,RSI_upper,ATR_period,Max_Loss,Min_Profit,ATR_Mult,Volume_Threshold,Volume_window,RSI_exit_threshold,Sharpe,mdd,net_profit
1917,12,35,14,45,55,21,2.5,1.0,2.0,1.2,5,55,1.3465269157996373,-0.13638277270239538,20109999.999999963
1918,10,20,18,35,50,14,4.0,0.5,2.0,1.0,15,45,0.8087256406522366,-0.1371289987296453,11324999.999999993
1919,8,20,18,35,50,10,1.5,0.5,1.0,1.2,5,55,0.8612810053754922,-0.17438370846730958,11186999.999999993
1920,5,30,10,40,70,14,3.5,0.5,1.0,1.2,20,50,1.8134994674125684,-0.08129370629370615,24802000.000000015
1921,10,25,10,25,55,14,3.0,1.0,2.0,1.2,15,50,1.2811772139661561,-0.18717829676429606,17068999.999999993
1922,15,35,18,40,60,21,2.0,0.5,2.0,0.8,20,55,0.9693592688887509,-0.13884095196050872,13710000.000000015
1923,5,25,14,40,70,14,2.5,1.5,2.0,1.2,10,55,1.844561347603622,-0.07994959135640009,24060999.999999978
1924,8,30,18,25,65,10,2.0,1.0,2.0,1.2,5,55,1.476912254126709,-0.1460554371002132,17827000.0
1925,15,35,10,30,50,10,5.0,2.0,1.5,0.8,10,50,1.3954193249632,-0.11709869856430122,20663999.999999993
1926,12,35,10,35,70,21,3.0,1.0,1.5,1.0,15,50,1.7681712009485004,-0.10009593246354552,24596000.000000015
1927,5,20,14,30,60,10,3.0,2.0,2.0,1.4,15,45,1.812060080704622,-0.08644095710890996,23276999.999999993
1928,15,25,18,45,70,21,5.0,2.0,1.0,1.4,5,50,1.5261390353444362,-0.13059254500946235,17642999.999999985
1929,8,30,10,40,65,10,4.5,2.0,1.0,1.4,15,55,1.4274945129075962,-0.11320794148380339,16535999.999999978
1930,15,30,10,25,60,14,5.0,2.0,1.5,1.4,20,45,0.6737650384471561,-0.16161458912487486,7641999.999999993
1931,5,25,14,35,55,10,4.0,1.5,1.0,1.0,20,50,0.9262212982989323,-0.11547009698275855,12878999.999999978
1932,12,35,10,45,55,10,2.5,1.0,1.5,1.0,10,55,1.4321140423802767,-0.12674938803072536,22552999.999999978
1933,5,30,10,40,60,14,5.0,2.0,2.0,1.4,20,50,0.7822506822453266,-0.15565022421524644,9187999.999999978
1934,5,25,10,35,55,10,2.0,0.5,1.0,1.2,10,45,1.8229975528452513,-0.10396774877997018,25587999.99999994
1935,8,30,14,30,60,14,3.5,1.5,2.0,1.4,20,45,0.66374207048159,-0.19607063139516875,7704999.999999993
1936,5,25,18,35,70,21,2.5,1.5,2.0,1.4,20,45,0.719476523146342,-0.11659368803701241,7472000.000000007
1937,10,35,14,35,55,10,4.5,1.0,2.0,1.4,15,45,0.9561214666529605,-0.19466347201045509,12773999.999999978
1938,12,20,10,30,55,10,3.0,0.5,2.0,1.4,20,55,1.4030178798541915,-0.10685105081487291,16839999.999999985
1939,12,40,14,30,60,21,3.5,0.5,1.5,1.4,10,50,1.0847433456385471,-0.14971887903013248,13211000.000000015
1940,12,20,10,25,65,21,3.0,2.0,1.0,1.4,15,45,1.5102161844906663,-0.115328964167163,16210999.999999985
1941,12,20,10,25,65,21,4.5,1.5,1.0,0.8,15,55,1.7877635836631278,-0.08705701078582434,26883000.0
1942,12,30,10,25,55,21,5.0,1.5,1.0,0.8,20,45,1.5227690532502225,-0.10099603275090727,22687999.999999993
1943,10,40,18,25,70,10,3.5,1.5,1.5,1.0,10,55,1.6502002011848003,-0.12218526589440686,20751000.000000015
1944,12,35,18,35,70,10,2.5,1.5,1.5,1.0,10,50,1.3608640044770777,-0.14316820903647237,17818000.000000015
1945,8,30,14,35,55,10,3.0,2.0,1.5,1.0,15,55,1.1313960432262604,-0.13998389369840938,15647999.999999963
1946,8,20,18,25,65,10,4.0,0.5,1.0,0.8,5,50,1.9841473718377647,-0.10772667914850767,25297000.0
1947,15,40,18,30,70,10,2.5,0.5,1.5,1.4,10,55,0.945724805684011,-0.13944763560058485,10283000.000000015
1948,12,25,10,25,60,10,2.5,1.0,2.0,1.4,15,50,1.2690672656236113,-0.1888290269378778,15555999.999999985
1949,5,25,10,35,60,21,3.0,1.0,1.5,1.2,20,45,1.599082893330158,-0.0970910797020703,21783999.99999997
1950,5,20,10,35,70,10,5.0,1.0,2.0,0.8,5,55,1.265469607388209,-0.11839678014422293,19834000.000000007
1951,10,30,14,35,65,10,2.0,1.0,1.0,1.2,20,55,2.0823859335167945,-0.08518351775940099,25478999.999999985
1952,10,30,18,25,70,10,3.0,0.5,2.0,1.2,10,50,1.2558823339205958,-0.16188567812697743,13462000.000000007
1953,8,25,18,40,50,21,4.5,2.0,2.0,1.0,15,45,0.5396405772064258,-0.12654518639265716,6934999.99999997
1954,5,40,10,30,65,10,3.0,2.0,2.0,1.0,20,50,1.354132909171212,-0.09789302314607272,19425999.999999985
1955,5,40,18,35,60,21,1.5,2.0,2.0,1.2,10,45,0.8592334074060813,-0.14545580301563163,10532999.999999985
1956,8,25,10,45,55,10,1.5,1.0,1.0,1.4,5,45,0.2928324186834092,-0.19078455208528147,3083999.999999985
1957,10,25,10,45,55,21,4.5,1.5,2.0,0.8,15,45,0.5052033837008496,-0.21172501054407442,6602999.999999985
1958,12,35,18,40,50,14,4.5,1.5,1.5,0.8,15,55,0.9731540454178111,-0.14140433955672854,13762999.999999985
1959,12,35,14,30,55,14,3.0,2.0,1.0,1.0,10,50,1.6567314335003895,-0.1001770806982039,23477999.99999997
1960,8,25,14,40,50,14,4.0,2.0,1.0,1.0,20,50,0.8311048919425018,-0.14092794620178015,11547999.999999985
1961,12,20,18,25,50,14,2.0,2.0,1.0,1.2,15,50,2.0862320574637296,-0.09728949605583123,26954000.0
1962,10,20,18,35,70,14,2.0,0.5,2.0,1.2,15,50,1.6774471105038586,-0.08622672305067128,18593000.0
1963,8,35,18,30,50,21,1.5,1.0,1.5,1.4,15,45,1.1842945661220945,-0.1895387457932823,13782000.000000007
1964,10,30,14,35,65,10,3.0,1.5,1.0,0.8,20,50,1.7321893091149247,-0.07805034846514598,23161000.0
1965,8,25,10,30,70,14,2.5,1.0,1.0,1.4,15,50,1.4823745039201726,-0.09364447050735052,16716000.000000007
1966,5,40,14,40,65,10,4.5,0.5,1.5,0.8,10,50,1.681326457972511,-0.10675993873305444,26636999.99999997
1967,5,25,14,30,70,10,1.5,1.5,1.5,0.8,5,55,1.1756364174745082,-0.16246251543482115,16223000.000000015
1968,8,25,18,40,50,21,3.0,0.5,1.5,1.4,15,55,0.9570621250874487,-0.2084015863436503,12574999.999999978
1969,12,25,18,25,65,10,5.0,1.0,2.0,1.4,10,55,1.3514932956493384,-0.1656378156701921,14691000.0
1970,12,20,10,40,55,10,2.5,0.5,2.0,1.2,20,50,1.637207409580424,-0.08663636631939302,21894999.999999985
1971,8,30,14,40,65,10,3.0,1.5,1.5,1.0,20,45,0.7817412432908333,-0.13484342303315142,9736999.999999978
1972,15,40,10,35,70,10,2.0,0.5,2.0,1.4,20,55,0.4183922285221971,-0.16619333347568901,4528000.000000015
1973,10,40,14,45,55,10,5.0,0.5,1.0,0.8,20,50,1.1242382091448029,-0.15135327060570353,16830999.999999985
1974,10,40,18,25,50,21,4.5,1.0,2.0,1.2,5,50,1.9359519350002863,-0.13186946255222107,27403000.0
1975,5,20,10,40,60,21,3.0,0.5,1.0,0.8,10,50,0.7706786651185027,-0.16522351134618635,11782999.999999985
1976,10,30,18,45,60,21,3.0,0.5,1.0,0.8,10,55,1.477048050253404,-0.12343991093576044,23197000.000000015
1977,12,40,10,35,70,14,2.0,0.5,2.0,1.4,15,55,0.3456269313878593,-0.2166894910535885,3792000.0
1978,8,35,18,25,50,14,3.5,0.5,1.0,1.4,15,55,2.2473119999633786,-0.16054169914263444,25663000.0
1979,15,40,10,30,50,14,4.5,1.5,1.0,1.0,20,55,1.182477767670014,-0.12511073146038967,16233000.0
1980,5,30,18,30,60,10,4.5,0.5,1.0,1.2,15,55,2.0388688616045783,-0.13800837021165807,28015000.0
1981,5,25,18,30,70,10,2.0,1.0,2.0,1.2,5,45,1.1278070907572662,-0.14059633027522905,13338000.000000015
1982,8,30,10,45,60,10,4.0,1.0,2.0,1.4,5,45,0.29604949991994883,-0.23295898546518118,3131999.999999985
1983,12,25,18,45,60,14,2.0,2.0,2.0,0.8,15,45,0.9630417826535255,-0.15959574316120292,13429000.000000022
1984,10,20,18,35,65,14,4.5,0.5,2.0,1.2,15,50,1.5572081786920622,-0.07575857628685599,18740999.999999993
1985,8,35,10,25,65,21,2.5,1.0,2.0,0.8,15,55,1.3353754137166438,-0.14886183658892602,18317000.000000007
1986,12,20,14,40,65,10,3.5,1.5,2.0,1.0,20,50,1.300834070357345,-0.10150206403718763,17461999.999999978
1987,8,20,18,35,70,21,4.0,0.5,1.0,1.0,5,45,2.0710555087852818,-0.09216749030235401,28391000.0
1988,12,30,14,40,60,10,3.0,1.5,1.5,0.8,10,55,1.1407748450338933,-0.13518776544847175,15984000.000000007
1989,8,40,18,35,65,14,1.5,2.0,1.5,1.0,10,55,0.9231624559301946,-0.1381060150641821,11313000.000000015
1990,12,30,18,35,50,21,3.0,1.0,1.0,1.2,15,45,1.7615039895069224,-0.08695737576114698,22932999.999999993
1991,10,35,10,45,50,10,2.5,1.5,2.0,1.0,5,55,0.8473937788662643,-0.16962610865249805,12487999.999999978
1992,15,35,18,45,65,21,3.0,1.5,1.0,0.8,15,50,1.051405958530881,-0.14017369434510946,15124000.000000007
1993,8,25,14,45,55,14,3.5,1.0,2.0,1.2,10,50,0.8622182939539603,-0.20019308588213527,12045999.999999985
1994,15,20,14,40,55,10,5.0,1.5,1.5,1.4,20,55,1.7262551823899503,-0.09208603048653148,21431999.999999985
1995,12,20,10,30,70,10,4.5,1.0,1.5,0.8,5,55,1.4533584251258866,-0.10215106732348132,20763000.000000007
1996,10,25,14,35,55,14,1.5,1.0,1.5,1.0,5,45,0.2926936256504527,-0.24757094648155278,2970999.999999985
1997,10,30,10,35,60,14,3.0,0.5,2.0,0.8,10,55,1.090316681950005,-0.14619137264427848,15290000.0
1998,10,30,14,40,65,14,3.5,1.5,2.0,1.0,10,45,1.479874814480302,-0.08319933606514886,20503999.999999993
1999,8,40,14,30,70,10,3.5,2.0,1.5,1.0,5,45,1.8835384857519104,-0.11124244812188061,27877000.0
2000,5,30,14,25,65,14,3.5,0.5,1.5,0.8,10,50,1.3058999786729368,-0.10933815043404098,17534999.999999985
2001,8,20,14,30,65,10,2.5,1.5,1.5,0.8,20,50,1.4124512945110592,-0.15185344210676996,19011999.999999985
2002,12,25,18,25,70,14,5.0,2.0,2.0,1.0,15,50,1.9069905471236344,-0.10962037481979818,22549000.000000007
2003,5,30,10,25,60,10,2.5,0.5,2.0,0.8,10,45,1.1667537885337982,-0.12754158964879841,16344999.99999997
2004,10,30,18,40,55,21,5.0,0.5,1.5,1.0,20,50,1.2927465287998579,-0.13275354130513728,17995999.999999985
2005,12,35,14,45,65,10,4.0,1.5,1.5,1.2,20,55,1.4004472611912082,-0.12394430932454933,18774999.999999993
2006,8,30,14,25,60,14,3.0,1.0,1.5,1.2,20,55,1.65626767773257,-0.11044086373302796,19826999.999999993
2007,12,20,14,40,70,10,3.5,1.5,2.0,1.0,10,45,1.6659552852501145,-0.10300768312570398,23165000.0
2008,10,20,10,25,55,10,3.5,1.0,1.0,0.8,5,50,1.1535199864044532,-0.1269434028463038,16801999.999999993
2009,15,40,10,40,50,21,4.5,1.0,1.5,1.4,10,55,1.053210175246506,-0.1627781611178194,13047000.000000007
2010,15,40,18,30,70,10,2.0,1.5,1.5,1.4,10,55,0.7639789895437743,-0.1686109060225713,8288000.000000007
2011,8,35,10,35,60,21,5.0,1.5,1.5,1.4,15,45,1.1683547639151182,-0.14926760737970787,14809999.999999978
2012,5,20,18,30,70,14,1.5,1.0,2.0,1.2,5,50,1.3511553556479872,-0.09962242860862756,15943000.000000015
2013,12,40,18,25,60,10,4.5,1.5,2.0,1.2,20,55,1.763916279752474,-0.11790911790911789,23764000.00000003
2014,8,40,18,25,55,14,3.0,1.5,1.5,0.8,5,50,1.4303377673703122,-0.133736014269499,19183999.999999993
2015,15,30,14,35,50,21,3.5,2.0,2.0,0.8,20,50,0.7949129130984736,-0.14359786334452693,10416999.999999985
2016,15,40,14,40,55,14,2.0,1.0,1.5,1.4,5,50,0.28095069499231473,-0.19060047171635192,2895000.0
2017,8,20,18,45,55,14,4.0,1.0,1.5,0.8,15,50,0.3926183933216658,-0.18892717272668938,4615999.999999985
2018,12,40,14,30,55,10,4.0,1.5,2.0,1.4,5,55,1.0628589900609777,-0.1812835591920225,13694000.000000007
2019,15,20,18,35,60,10,3.5,0.5,1.0,1.0,5,45,1.4574143252283485,-0.09197710184552273,20652000.000000015
2020,5,30,18,40,70,10,2.5,1.5,2.0,1.4,5,55,0.8840577130328131,-0.1030018723952566,9052999.99999997
2021,12,35,10,40,50,21,4.5,0.5,2.0,1.0,20,50,1.12518165732867,-0.15574687387639316,16507999.999999978
2022,15,20,18,35,65,10,3.0,1.0,1.0,1.2,10,55,1.693156044497995,-0.09436819320145197,21769999.999999993
2023,8,30,10,35,50,14,5.0,1.0,1.5,1.0,15,55,0.9728862397245848,-0.13487645668976,13150999.999999963
2024,15,25,14,30,50,14,1.5,2.0,1.5,1.0,20,45,0.2760588741482925,-0.18931105995167355,2850999.9999999776
2025,8,30,10,40,55,10,3.5,1.5,2.0,1.2,20,45,1.2564610455824,-0.15087271696432178,16715999.999999963
2026,12,25,14,25,65,21,2.5,1.5,1.0,0.8,15,50,1.868997536075618,-0.11684908048544423,24629000.0
2027,10,30,10,40,55,10,4.0,1.5,1.5,1.4,20,50,1.275493682526926,-0.16636851520572432,15478999.999999993
2028,5,40,10,30,55,21,4.0,0.5,1.0,0.8,15,50,1.4064269543199026,-0.11082373988798994,20904999.999999978
2029,12,20,14,30,65,14,1.5,1.5,2.0,1.4,20,55,1.0160286536625716,-0.11622198905793316,10713999.999999985
2030,15,30,18,45,70,14,1.5,0.5,1.0,1.0,15,55,1.7877784755812949,-0.1072943655154742,23651000.0
2031,8,30,10,35,65,21,2.0,0.5,2.0,1.0,20,45,0.5561457021546783,-0.14236412326028783,6565999.999999985
2032,8,25,18,35,70,14,3.5,0.5,1.0,1.0,15,50,2.053136092793408,-0.06954880524197854,26717000.0
2033,5,35,14,40,60,14,3.0,1.5,1.5,1.4,20,45,1.3079198593086594,-0.09499041883383504,15724999.999999993
2034,15,30,14,45,55,21,3.0,1.0,1.0,1.4,5,45,1.637845128643531,-0.09142731486180196,20053999.999999993
2035,12,40,18,45,65,14,2.0,2.0,1.0,1.0,20,50,1.3464599107959023,-0.1032613774413604,18075000.000000015
2036,8,35,10,45,50,21,3.0,1.5,1.5,0.8,10,50,0.939764840326264,-0.15066715727094904,13786000.000000007
2037,15,35,10,45,50,14,2.0,2.0,1.5,1.2,10,55,0.3674029008767824,-0.21527647021904214,4058999.99999997
2038,12,20,14,25,55,14,2.5,1.5,2.0,1.4,20,45,1.679042964505697,-0.11175122895210977,20110999.999999993
2039,8,35,10,25,55,21,2.0,2.0,2.0,1.0,15,50,1.0869317966026364,-0.15839871015946036,14640999.99999997
2040,8,30,10,40,65,14,3.0,2.0,1.5,1.0,10,55,0.9513731669293886,-0.14094486783629934,12679999.999999985
2041,10,40,14,35,70,14,2.0,1.5,1.5,1.4,15,55,0.4174033857984892,-0.17743877960658352,4431000.0
2042,15,25,18,35,50,14,3.0,1.5,1.5,0.8,10,55,0.9442630527785632,-0.15421552870210517,13135000.000000007
2043,10,25,14,45,50,10,1.5,2.0,2.0,0.8,5,50,0.28125836805434207,-0.21334001777453648,2571000.0
2044,15,35,10,25,65,14,2.0,0.5,1.5,1.4,10,50,0.6378554238642856,-0.17470500630083613,6991999.999999993
2045,10,40,10,35,70,14,3.0,1.5,1.5,1.0,20,45,0.973363233018971,-0.12355010858403077,12245000.000000007
2046,10,25,10,30,50,14,3.0,0.5,1.5,1.0,20,55,0.42955787184360145,-0.15216772602219897,5036999.999999985
2047,15,25,10,35,55,10,2.0,1.5,1.0,1.4,20,55,1.5737220583089,-0.1019938172991141,18135999.999999985
2048,15,25,10,35,55,14,5.0,1.0,2.0,0.8,20,45,0.6584947496734581,-0.18341490442330802,8676000.0
2049,10,35,18,45,50,10,2.5,2.0,1.5,0.8,10,50,0.9449908666021348,-0.15605616052616023,14187999.999999993
2050,15,30,18,45,50,21,4.5,2.0,1.0,1.2,10,45,1.0204740207327037,-0.15993227283178982,13639999.999999985
2051,8,25,18,30,65,10,4.0,0.5,1.0,1.2,5,55,1.5057787208218827,-0.19784769908783423,19100000.000000007
2052,8,30,18,25,55,14,3.0,2.0,1.0,1.4,10,55,1.8390865010549982,-0.2135552477183833,21735000.0
2053,15,30,18,45,65,10,4.0,1.0,1.5,0.8,20,45,0.9764407266617113,-0.17007230430682194,13617000.000000015
2054,10,25,10,45,55,10,1.5,1.5,1.0,0.8,5,50,0.32469578479052064,-0.21971624378280466,3384000.0
2055,8,35,14,45,50,10,3.0,0.5,1.0,1.4,20,45,1.9782570957291365,-0.10824700713450747,24346000.0
2056,8,40,14,35,65,10,5.0,1.0,1.5,1.4,15,50,1.0455288779812175,-0.14042784232815708,13193999.999999993
2057,5,25,10,35,55,21,4.5,2.0,2.0,1.4,15,45,1.1178885267510392,-0.10937601104328867,13972999.999999963
2058,12,25,18,40,55,21,2.5,2.0,1.5,1.4,5,45,0.45909617771570044,-0.18459276812357345,5189000.000000007
2059,8,40,10,30,60,10,4.0,1.5,1.5,1.2,15,55,1.4878022494908258,-0.10952001630203209,19831999.999999993
2060,10,35,14,45,50,14,1.5,1.5,1.0,1.4,5,45,0.3700725370452329,-0.17122364604033916,4039999.9999999776
2061,12,25,18,45,50,21,3.0,1.0,2.0,1.4,15,55,0.7823379504917931,-0.21070133010882708,9933999.999999978
2062,15,25,10,25,60,21,2.0,1.0,1.0,1.0,5,45,1.3931362395090172,-0.12298970977879092,18932999.999999978
2063,12,30,18,45,70,21,3.0,1.5,1.0,1.2,5,55,1.2687940214918223,-0.10014309118433876,16938999.999999993
2064,10,20,10,45,55,14,2.5,0.5,1.0,1.4,5,50,1.0381700191549024,-0.12796966374269006,12775999.999999985
2065,12,20,18,45,55,10,5.0,0.5,1.5,1.4,10,55,1.0227638172529168,-0.1192132881580035,13551999.999999985
2066,15,30,18,25,70,10,1.5,2.0,1.5,1.2,10,55,1.182296089250645,-0.16695241281257842,12274000.000000007
2067,15,25,18,25,70,21,1.5,0.5,2.0,1.4,20,45,0.9821750724444595,-0.13076956259166578,9242000.000000007
2068,12,35,14,35,55,10,2.0,1.5,1.5,1.4,5,50,0.6802644684302136,-0.16628016834149273,7880999.999999985
2069,10,25,18,30,50,21,2.0,1.5,1.0,0.8,5,50,0.7982355539466233,-0.14784390743745204,10891000.000000022
2070,12,25,14,25,55,21,4.5,1.0,1.0,1.2,5,45,1.7379200835968978,-0.11359262229350439,23136999.999999993
2071,15,35,18,35,50,10,2.0,1.5,1.0,1.2,5,50,1.054046638833803,-0.1449806866021439,13390999.999999978
2072,5,25,14,40,60,10,3.5,2.0,2.0,0.8,10,45,0.8621126689829427,-0.1307884856070091,12963999.999999978
2073,15,40,18,40,65,21,2.0,1.5,2.0,1.4,20,45,0.6619890165583971,-0.1505103685398086,7238000.0
2074,5,35,18,45,55,10,1.5,2.0,2.0,1.0,10,50,1.04652414037657,-0.16348864491954296,15625999.999999963
2075,8,30,10,25,70,10,3.5,0.5,1.0,1.2,10,45,1.5632910673343186,-0.1230416020067599,18924000.000000007
2076,12,35,10,25,50,21,2.0,1.5,1.5,1.0,20,50,0.954838352255347,-0.18032917072008567,12312999.99999997
2077,5,20,18,30,70,14,4.0,1.5,1.5,1.4,20,55,0.8942045824343555,-0.1836826869777656,9717000.000000007
2078,5,35,10,45,50,10,1.5,1.5,1.5,0.8,5,45,0.8410819756535202,-0.16765074252996948,12502999.999999993
2079,10,20,14,45,55,14,4.0,0.5,2.0,1.0,10,55,1.0492042677042426,-0.13680204958179518,15668999.999999985
2080,8,35,10,30,50,14,3.0,2.0,2.0,1.0,15,50,1.2022528635632261,-0.13221067036663933,17356999.999999978
2081,5,25,10,35,55,14,4.5,1.5,2.0,1.0,15,50,0.5796187627558296,-0.1565045426065166,7605999.999999978
2082,12,35,14,25,50,10,4.5,1.5,2.0,0.8,15,50,1.2497435986965812,-0.14635151039623387,18174999.99999997
2083,15,40,14,45,70,21,1.5,1.5,1.0,0.8,10,45,1.156419129978921,-0.11889767584196344,16160000.000000022
2084,10,30,18,30,60,10,2.5,2.0,1.0,1.4,15,55,1.3747782037284844,-0.10519457573214348,13838000.0
2085,8,30,14,30,55,21,3.5,1.5,1.0,1.2,15,50,1.9475936670658887,-0.11809020055699133,26682999.99999997
2086,8,30,18,30,50,14,3.0,1.5,2.0,0.8,5,50,0.8951291037590102,-0.19312358357663478,12294000.0
2087,8,20,18,25,65,21,5.0,1.0,1.5,1.4,20,50,1.4305590934951329,-0.1299728037442287,15515000.0
2088,5,40,10,45,55,10,2.0,1.0,1.0,1.2,20,50,1.80817833604633,-0.11291893998441142,25106999.99999997
2089,8,30,14,30,60,14,4.0,1.5,2.0,1.0,10,55,1.091927220239009,-0.14743471941460506,14352999.999999993
2090,5,30,18,30,65,14,4.5,2.0,1.5,1.0,20,50,1.0261138126439309,-0.13201126293423632,12920000.000000007
2091,10,20,18,25,60,14,5.0,1.0,1.0,1.4,15,55,2.0457854873508414,-0.07679391259989797,22759999.999999993
2092,15,25,14,40,60,21,4.5,2.0,1.5,1.2,10,50,1.2046686395659607,-0.11532440424421622,15371999.999999985
2093,8,20,10,45,60,10,4.0,0.5,1.0,1.0,10,45,0.9721990677121698,-0.17663381494593852,14550999.99999997
2094,8,25,18,40,55,14,2.0,1.0,1.5,0.8,15,50,0.32801005741293576,-0.1793028047601024,3546999.9999999925
2095,5,25,10,45,55,21,5.0,1.5,1.0,0.8,20,50,0.5837418950336687,-0.1963856971359973,8225999.999999993
2096,10,35,14,40,65,14,2.0,0.5,1.5,1.0,5,55,0.9476149251602529,-0.12311303141836052,12651999.999999993
2097,8,40,10,35,65,10,4.0,1.5,1.0,0.8,15,55,1.7192094066863128,-0.09957167165405151,25634000.000000015
2098,5,20,18,25,50,10,2.5,1.5,1.0,1.4,15,45,1.923902272835395,-0.11049439598825622,21359999.999999993
2099,10,35,10,25,55,14,3.5,0.5,2.0,0.8,5,55,1.1086647847692481,-0.16313887454827042,16292999.99999997
2100,12,35,10,25,60,21,3.0,0.5,1.0,1.4,10,55,1.8467556375827412,-0.08456324727743508,20285999.999999993
2101,10,40,18,30,65,21,4.0,1.5,2.0,1.2,15,45,1.5182687045939824,-0.12413451005518451,20082000.000000022
2102,5,20,18,45,50,21,5.0,1.0,2.0,1.0,20,45,0.7158023346689072,-0.20205027701353065,9838999.99999997
2103,15,30,14,40,55,10,3.0,1.0,2.0,1.0,15,45,1.0027469878032529,-0.141694949091635,13457999.999999985
2104,12,25,18,40,60,14,4.5,2.0,2.0,0.8,20,50,1.2563856021524098,-0.1166621057672575,17386000.000000015
2105,15,40,10,45,60,14,4.5,1.0,1.0,1.2,15,45,1.4388325566612918,-0.1057355144662248,18827999.999999985
2106,5,35,18,40,60,21,5.0,0.5,2.0,0.8,15,55,1.4496930344057735,-0.11956390432471593,22467999.999999993
2107,5,35,14,40,70,21,5.0,1.0,2.0,0.8,10,55,1.5199127990618093,-0.13812219038967694,23896000.000000015
2108,8,35,14,25,65,21,3.0,2.0,1.0,1.4,20,45,1.51530097488681,-0.07204107269648821,14503999.999999985
2109,8,20,14,30,70,14,3.5,1.5,1.5,1.4,10,55,2.1178918935527915,-0.12307379134860036,25158000.0
2110,10,35,14,40,60,21,2.0,1.0,1.0,1.0,5,55,1.3417444796096178,-0.10286670283957317,19900000.0
2111,10,25,14,30,50,14,4.0,1.0,1.0,1.0,10,50,0.9959295127936454,-0.10847744588221092,13753999.999999993
2112,15,30,10,45,65,14,4.0,2.0,2.0,0.8,5,50,0.910538127945514,-0.14765883410129435,12938000.000000015
2113,15,25,10,45,55,14,2.5,1.5,2.0,1.4,10,50,0.8215904315331396,-0.20135207977719866,10305999.999999985
2114,5,25,18,35,65,14,5.0,1.5,1.0,1.2,10,50,1.9176412408359422,-0.0748547743416696,26154000.0
2115,12,20,10,45,60,14,5.0,2.0,1.0,0.8,15,55,1.412756179907857,-0.1512517681544728,22957000.0
2116,10,20,10,35,60,14,4.0,1.0,2.0,0.8,10,45,1.0028932571701854,-0.11144411144411147,15034999.99999997
2117,8,40,10,35,65,21,5.0,1.0,1.0,0.8,15,55,2.0209985088133595,-0.12266937773344586,31641000.0
2118,12,20,14,45,70,14,4.5,2.0,1.0,0.8,20,50,1.3679156592113881,-0.1749814976787999,20050000.000000007
2119,12,30,18,35,50,14,4.0,2.0,2.0,1.0,20,50,0.60801401794788,-0.1722647156634518,7548999.999999993
2120,12,35,10,40,70,10,4.5,1.0,1.0,1.4,10,50,1.4527639248052868,-0.12147285282502686,17102000.0
2121,5,35,10,40,70,21,4.0,2.0,1.0,1.4,15,50,1.3218436792628356,-0.10572440798060771,14920000.0
2122,5,20,18,25,55,14,2.0,2.0,2.0,1.2,10,55,1.6927110958519158,-0.13509096215585173,22149999.999999993
2123,5,20,10,45,65,10,2.0,0.5,1.5,0.8,5,50,0.29113607786165724,-0.24365765263451397,2807999.999999985
2124,12,25,18,45,60,10,4.0,2.0,1.0,1.2,10,45,1.230895446004209,-0.11053004417034737,16422999.999999993
2125,15,20,18,25,65,10,4.0,2.0,2.0,1.0,15,55,1.5840247180805977,-0.1295962013891614,20109000.0
2126,12,35,14,25,65,10,2.0,2.0,2.0,1.0,10,45,1.0976538974866668,-0.15290541748614356,14561999.999999985
2127,15,40,18,25,60,14,4.0,2.0,2.0,1.0,5,50,1.3304795437865284,-0.12848154362416106,18402000.000000015
2128,15,40,18,25,70,21,3.5,0.5,1.0,0.8,5,45,2.4827977380811475,-0.07173072274595117,30675000.0
2129,15,30,10,40,50,10,3.0,1.0,1.0,1.0,10,45,1.204566191055121,-0.14543046914410615,17542999.999999985
2130,10,35,18,35,50,21,2.0,1.0,2.0,1.2,15,55,0.8851254788417097,-0.1665049408875774,10926999.999999985
2131,8,25,14,45,60,21,4.5,0.5,2.0,1.0,5,50,0.6390954295138555,-0.1564298774294032,9123000.0
2132,12,25,18,30,70,21,3.0,0.5,1.5,1.2,20,55,1.9908659598918124,-0.12890092373874118,23657000.000000015
2133,12,40,14,35,65,14,2.5,1.5,1.5,1.4,5,55,1.1976284009635358,-0.11019747491097442,13388000.0
2134,10,30,14,40,50,14,2.5,2.0,2.0,1.0,15,45,0.6455442151199869,-0.20495106505469227,8065999.999999985
2135,5,25,10,30,70,14,3.5,2.0,2.0,1.2,5,50,1.2740517878052495,-0.16580740004555103,17982000.000000007
2136,10,30,10,45,70,21,1.5,0.5,1.0,1.0,5,45,1.4855486216751164,-0.09771900239637875,21825000.000000015
2137,8,35,14,30,60,14,2.5,1.5,1.0,1.0,20,45,1.555174437388415,-0.09740687319704025,20392999.999999993
2138,10,20,10,30,60,10,3.5,1.0,2.0,1.2,5,45,1.2500905527862802,-0.12778936865021753,18051999.999999993
2139,10,35,18,45,60,14,5.0,2.0,2.0,1.2,20,55,1.186293406002994,-0.13913153764446617,16313000.0
2140,12,25,10,35,55,14,4.5,2.0,2.0,0.8,15,45,0.9890158842095335,-0.13455762619866135,14243000.0
2141,15,35,10,40,50,21,3.0,1.0,1.5,1.2,15,55,0.9545063781815869,-0.15778915046059355,12326999.999999985
2142,12,40,18,40,70,10,3.5,1.0,1.0,1.4,10,45,1.3946426223123167,-0.09096509726796673,15910000.0
